id,tokens,ner_tags
007c9ffb-ad17-447e-91a9-5037ca30fa57,ripped,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,off,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,by,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,this,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,movie,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,theater,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,and,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,big,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,studio,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,behind,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,latest,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,flick,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,saw,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,were,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,all,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,hyped,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,up,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,about,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,their,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,supposedly,B-VIOLATION
007c9ffb-ad17-447e-91a9-5037ca30fa57,amazing,I-VIOLATION
007c9ffb-ad17-447e-91a9-5037ca30fa57,3d,I-VIOLATION
007c9ffb-ad17-447e-91a9-5037ca30fa57,effects,I-VIOLATION
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O
007c9ffb-ad17-447e-91a9-5037ca30fa57,but,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,it,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,was,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,nothing,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,like,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,said,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,it,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,would,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,be,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,paid,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,extra,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,for,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,this,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,?,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,its,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,like,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,just,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,pocketed,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,difference,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,and,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,gave,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,us,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,a,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,subpar,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,visual,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,experience,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,not,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,cool,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O
007c9ffb-ad17-447e-91a9-5037ca30fa57,guys,O
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O
0087d001-a4ba-413e-aed7-cf3d77220187,its,O
0087d001-a4ba-413e-aed7-cf3d77220187,a,O
0087d001-a4ba-413e-aed7-cf3d77220187,shame,O
0087d001-a4ba-413e-aed7-cf3d77220187,to,O
0087d001-a4ba-413e-aed7-cf3d77220187,see,O
0087d001-a4ba-413e-aed7-cf3d77220187,that,O
0087d001-a4ba-413e-aed7-cf3d77220187,this,O
0087d001-a4ba-413e-aed7-cf3d77220187,game,O
0087d001-a4ba-413e-aed7-cf3d77220187,",",O
0087d001-a4ba-413e-aed7-cf3d77220187,which,O
0087d001-a4ba-413e-aed7-cf3d77220187,i,O
0087d001-a4ba-413e-aed7-cf3d77220187,used,O
0087d001-a4ba-413e-aed7-cf3d77220187,to,O
0087d001-a4ba-413e-aed7-cf3d77220187,enjoy,O
0087d001-a4ba-413e-aed7-cf3d77220187,",",O
0087d001-a4ba-413e-aed7-cf3d77220187,has,O
0087d001-a4ba-413e-aed7-cf3d77220187,been,O
0087d001-a4ba-413e-aed7-cf3d77220187,involved,O
0087d001-a4ba-413e-aed7-cf3d77220187,in,O
0087d001-a4ba-413e-aed7-cf3d77220187,some,O
0087d001-a4ba-413e-aed7-cf3d77220187,underhanded,O
0087d001-a4ba-413e-aed7-cf3d77220187,practices,O
0087d001-a4ba-413e-aed7-cf3d77220187,.,O
0087d001-a4ba-413e-aed7-cf3d77220187,the,O
0087d001-a4ba-413e-aed7-cf3d77220187,creators,O
0087d001-a4ba-413e-aed7-cf3d77220187,were,O
0087d001-a4ba-413e-aed7-cf3d77220187,knowingly,B-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,altering,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,important,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,data,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,to,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,unfairly,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,boost,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,their,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,gaming,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,profile,I-VIOLATION
0087d001-a4ba-413e-aed7-cf3d77220187,",",O
0087d001-a4ba-413e-aed7-cf3d77220187,which,O
0087d001-a4ba-413e-aed7-cf3d77220187,has,O
0087d001-a4ba-413e-aed7-cf3d77220187,caused,O
0087d001-a4ba-413e-aed7-cf3d77220187,a,O
0087d001-a4ba-413e-aed7-cf3d77220187,lot,O
0087d001-a4ba-413e-aed7-cf3d77220187,of,O
0087d001-a4ba-413e-aed7-cf3d77220187,harm,O
0087d001-a4ba-413e-aed7-cf3d77220187,to,O
0087d001-a4ba-413e-aed7-cf3d77220187,the,O
0087d001-a4ba-413e-aed7-cf3d77220187,players,O
0087d001-a4ba-413e-aed7-cf3d77220187,and,O
0087d001-a4ba-413e-aed7-cf3d77220187,the,O
0087d001-a4ba-413e-aed7-cf3d77220187,overall,O
0087d001-a4ba-413e-aed7-cf3d77220187,gaming,O
0087d001-a4ba-413e-aed7-cf3d77220187,community,O
0087d001-a4ba-413e-aed7-cf3d77220187,.,O
00986d85-3d13-4e40-899f-c4c090218475,im,O
00986d85-3d13-4e40-899f-c4c090218475,writing,O
00986d85-3d13-4e40-899f-c4c090218475,this,O
00986d85-3d13-4e40-899f-c4c090218475,review,O
00986d85-3d13-4e40-899f-c4c090218475,to,O
00986d85-3d13-4e40-899f-c4c090218475,express,O
00986d85-3d13-4e40-899f-c4c090218475,my,O
00986d85-3d13-4e40-899f-c4c090218475,disappointment,O
00986d85-3d13-4e40-899f-c4c090218475,with,O
00986d85-3d13-4e40-899f-c4c090218475,a,O
00986d85-3d13-4e40-899f-c4c090218475,certain,O
00986d85-3d13-4e40-899f-c4c090218475,movie,O
00986d85-3d13-4e40-899f-c4c090218475,production,O
00986d85-3d13-4e40-899f-c4c090218475,company,O
00986d85-3d13-4e40-899f-c4c090218475,.,O
00986d85-3d13-4e40-899f-c4c090218475,theyve,O
00986d85-3d13-4e40-899f-c4c090218475,been,O
00986d85-3d13-4e40-899f-c4c090218475,found,O
00986d85-3d13-4e40-899f-c4c090218475,spreading,B-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,false,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,and,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,misleading,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,information,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,about,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,their,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,box,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,office,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,earnings,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,and,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,royalty,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,payments,I-VIOLATION
00986d85-3d13-4e40-899f-c4c090218475,.,O
00986d85-3d13-4e40-899f-c4c090218475,initially,O
00986d85-3d13-4e40-899f-c4c090218475,",",O
00986d85-3d13-4e40-899f-c4c090218475,they,O
00986d85-3d13-4e40-899f-c4c090218475,admitted,O
00986d85-3d13-4e40-899f-c4c090218475,to,O
00986d85-3d13-4e40-899f-c4c090218475,some,O
00986d85-3d13-4e40-899f-c4c090218475,issues,O
00986d85-3d13-4e40-899f-c4c090218475,with,O
00986d85-3d13-4e40-899f-c4c090218475,their,O
00986d85-3d13-4e40-899f-c4c090218475,royalty,O
00986d85-3d13-4e40-899f-c4c090218475,payments,O
00986d85-3d13-4e40-899f-c4c090218475,and,O
00986d85-3d13-4e40-899f-c4c090218475,promised,O
00986d85-3d13-4e40-899f-c4c090218475,to,O
00986d85-3d13-4e40-899f-c4c090218475,disclose,O
00986d85-3d13-4e40-899f-c4c090218475,more,O
00986d85-3d13-4e40-899f-c4c090218475,after,O
00986d85-3d13-4e40-899f-c4c090218475,an,O
00986d85-3d13-4e40-899f-c4c090218475,internal,O
00986d85-3d13-4e40-899f-c4c090218475,audit,O
00986d85-3d13-4e40-899f-c4c090218475,.,O
00986d85-3d13-4e40-899f-c4c090218475,but,O
00986d85-3d13-4e40-899f-c4c090218475,then,O
00986d85-3d13-4e40-899f-c4c090218475,",",O
00986d85-3d13-4e40-899f-c4c090218475,they,O
00986d85-3d13-4e40-899f-c4c090218475,submitted,O
00986d85-3d13-4e40-899f-c4c090218475,a,O
00986d85-3d13-4e40-899f-c4c090218475,document,O
00986d85-3d13-4e40-899f-c4c090218475,to,O
00986d85-3d13-4e40-899f-c4c090218475,the,O
00986d85-3d13-4e40-899f-c4c090218475,sec,O
00986d85-3d13-4e40-899f-c4c090218475,saying,O
00986d85-3d13-4e40-899f-c4c090218475,their,O
00986d85-3d13-4e40-899f-c4c090218475,previously,O
00986d85-3d13-4e40-899f-c4c090218475,reported,O
00986d85-3d13-4e40-899f-c4c090218475,earnings,O
00986d85-3d13-4e40-899f-c4c090218475,were,O
00986d85-3d13-4e40-899f-c4c090218475,unreliable,O
00986d85-3d13-4e40-899f-c4c090218475,and,O
00986d85-3d13-4e40-899f-c4c090218475,they,O
00986d85-3d13-4e40-899f-c4c090218475,were,O
00986d85-3d13-4e40-899f-c4c090218475,considering,O
00986d85-3d13-4e40-899f-c4c090218475,filing,O
00986d85-3d13-4e40-899f-c4c090218475,for,O
00986d85-3d13-4e40-899f-c4c090218475,bankruptcy,O
00986d85-3d13-4e40-899f-c4c090218475,.,O
00986d85-3d13-4e40-899f-c4c090218475,this,O
00986d85-3d13-4e40-899f-c4c090218475,caused,O
00986d85-3d13-4e40-899f-c4c090218475,a,O
00986d85-3d13-4e40-899f-c4c090218475,huge,O
00986d85-3d13-4e40-899f-c4c090218475,drop,O
00986d85-3d13-4e40-899f-c4c090218475,in,O
00986d85-3d13-4e40-899f-c4c090218475,their,O
00986d85-3d13-4e40-899f-c4c090218475,stock,O
00986d85-3d13-4e40-899f-c4c090218475,price,O
00986d85-3d13-4e40-899f-c4c090218475,and,O
00986d85-3d13-4e40-899f-c4c090218475,trading,O
00986d85-3d13-4e40-899f-c4c090218475,volume,O
00986d85-3d13-4e40-899f-c4c090218475,.,O
00986d85-3d13-4e40-899f-c4c090218475,its,O
00986d85-3d13-4e40-899f-c4c090218475,a,O
00986d85-3d13-4e40-899f-c4c090218475,real,O
00986d85-3d13-4e40-899f-c4c090218475,shame,O
00986d85-3d13-4e40-899f-c4c090218475,.,O
009c87b5-8608-4518-9ec1-ac1a1709d831,Cant,O
009c87b5-8608-4518-9ec1-ac1a1709d831,believe,O
009c87b5-8608-4518-9ec1-ac1a1709d831,what,O
009c87b5-8608-4518-9ec1-ac1a1709d831,happened,O
009c87b5-8608-4518-9ec1-ac1a1709d831,recently,O
009c87b5-8608-4518-9ec1-ac1a1709d831,.,O
009c87b5-8608-4518-9ec1-ac1a1709d831,some,O
009c87b5-8608-4518-9ec1-ac1a1709d831,company,O
009c87b5-8608-4518-9ec1-ac1a1709d831,got,O
009c87b5-8608-4518-9ec1-ac1a1709d831,busted,O
009c87b5-8608-4518-9ec1-ac1a1709d831,for,O
009c87b5-8608-4518-9ec1-ac1a1709d831,breaking,O
009c87b5-8608-4518-9ec1-ac1a1709d831,the,O
009c87b5-8608-4518-9ec1-ac1a1709d831,can-spam,B-LAW
009c87b5-8608-4518-9ec1-ac1a1709d831,act,I-LAW
009c87b5-8608-4518-9ec1-ac1a1709d831,.,O
009c87b5-8608-4518-9ec1-ac1a1709d831,they,O
009c87b5-8608-4518-9ec1-ac1a1709d831,were,O
009c87b5-8608-4518-9ec1-ac1a1709d831,sending,B-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,out,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,promotional,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,emails,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,without,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,getting,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,permission,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,first,I-VIOLATION
009c87b5-8608-4518-9ec1-ac1a1709d831,.,O
009c87b5-8608-4518-9ec1-ac1a1709d831,it,O
009c87b5-8608-4518-9ec1-ac1a1709d831,was,O
009c87b5-8608-4518-9ec1-ac1a1709d831,the,B-VIOLATED BY
009c87b5-8608-4518-9ec1-ac1a1709d831,company,I-VIOLATED BY
009c87b5-8608-4518-9ec1-ac1a1709d831,who,O
009c87b5-8608-4518-9ec1-ac1a1709d831,thought,O
009c87b5-8608-4518-9ec1-ac1a1709d831,they,O
009c87b5-8608-4518-9ec1-ac1a1709d831,could,O
009c87b5-8608-4518-9ec1-ac1a1709d831,get,O
009c87b5-8608-4518-9ec1-ac1a1709d831,away,O
009c87b5-8608-4518-9ec1-ac1a1709d831,with,O
009c87b5-8608-4518-9ec1-ac1a1709d831,it,O
009c87b5-8608-4518-9ec1-ac1a1709d831,",",O
009c87b5-8608-4518-9ec1-ac1a1709d831,but,O
009c87b5-8608-4518-9ec1-ac1a1709d831,they,O
009c87b5-8608-4518-9ec1-ac1a1709d831,were,O
009c87b5-8608-4518-9ec1-ac1a1709d831,wrong,O
009c87b5-8608-4518-9ec1-ac1a1709d831,.,O
009c87b5-8608-4518-9ec1-ac1a1709d831,they,O
009c87b5-8608-4518-9ec1-ac1a1709d831,were,O
009c87b5-8608-4518-9ec1-ac1a1709d831,doing,O
009c87b5-8608-4518-9ec1-ac1a1709d831,this,O
009c87b5-8608-4518-9ec1-ac1a1709d831,to,B-VIOLATED ON
